data_id,question,answer,tokens,token_count
617,琴の名曲のひとつ「六段の調」を作曲した、近世箏曲の祖とも呼ばれる江戸時代の箏曲家は誰でしょう？,八橋検校(やつはし・けんぎょう),|琴|の|名曲|の|ひと|つ|「六段の調」|を|作曲|し|た|、|近世箏曲|の|祖|と|も|呼ば|れる|江戸時代|の|箏曲|家|は|誰|でしょう|？|,27
618,チャールズ・リンドバーグが、大西洋単独無着陸飛行に成功したときに乗っていたプロペラ機に付けた愛称は何でしょう？,スピリット・オブ・セントルイス(Spirit of St.Louis),|チャールズ|・|リンドバーグ|が|、|大西|洋|単独|無|着陸飛行|に|成功|し|た|とき|に|乗っ|て|い|た|プロペラ|機|に|付け|た|愛称|は|何|でしょう|？|,30
619,正式には「流行性角結膜炎」という、目の病気の通称は何でしょう？,はやり目,|正式|に|は|「|流行|性|角|結膜|炎|」|と|いう|、|目|の|病気|の|通称|は|何|でしょう|？|,22
620,秋保(あきう)温泉、作並温泉、鳴子温泉といったらどこの都道府県の温泉でしょう？,宮城県,|秋保温泉|、|作並温泉|、|鳴子温泉|と|いっ|たら|どこ|の|都道府県|の|温泉|でしょう|？|,15
621,「絶対的な信頼」という意味の英語から創業者の小池聰行(こいけそうこう)が名付けた、ヒットチャート等の音楽情報を提供する企業グループは何でしょう？,オリコン株式会社,|「絶対的な信頼」|と|いう|意味|の|英語|から|創業|者|の|小池聰|行|が|名付け|た|、|ヒット|チャート|等|の|音楽情報|を|提供|する|企業|グループ|は|何|でしょう|？|,30
622,流れをくむ鳥羽高校も2012年の春の甲子園に出場している、1915年に行われた第1回全国中等学校優勝野球大会を制した学校はどこでしょう？,京都二中(京都府第二中学校),|流れ|を|くむ|鳥羽高校|も|2012|年|の|春|の|甲子|園|に|出場|し|て|いる|、|1915|年|に|行わ|れ|た|第|1|回全国中等学校優勝野球大会|を|制し|た|学校|は|どこ|でしょう|？|,35
623,「小さなマリーのためのドレス」という意味の名を持つ、ケシの花をモチーフとした「ウニッコ」柄が人気のフィンランドのアパレル企業は何でしょう？,マリメッコ,|「|小さな|マリー|の|ため|の|ドレス|」|と|いう|意味|の|名|を|持つ|、|ケシ|の|花|を|モチーフ|と|し|た|「ウニッコ」|柄|が|人気|の|フィンランド|の|アパレル|企業|は|何|でしょう|？|,37
624,初代逓信(ていしん)大臣を務めた政治家で、戊辰戦争で五稜郭に立てこもったが新政府軍に降伏したのは誰でしょう？,榎本武揚(えのもと・たけあき),|初代逓信大臣|を|務め|た|政治|家|で|、|戊辰戦争|で|五稜|郭|に|立てこもっ|た|が|新|政府軍|に|降伏|し|た|の|は|誰|でしょう|？|,27
625,正式名称を「放送倫理・番組向上機構」という、NHKと民放連によって設置された放送への苦情や放送倫理の問題に対応する機関をアルファベット3文字で何というでしょう？,BPO,|正式|名称|を|「|放送|倫理|・|番組|向上|機構|」|と|いう|、|NHK|と|民放連|に|よっ|て|設置|さ|れ|た|放送|へ|の|苦情|や|放送倫理|の|問題|に|対応|する|機関|を|アルファベット|3|文字|で|何|と|いう|でしょう|？|,46
626,鉄道の勾配や血中アルコール濃度などを表す際に用いられる、日本語では「千分率」という単位は何でしょう？,パーミル,|鉄道|の|勾配|や|血中|アルコール|濃度|など|を|表す|際|に|用い|られる|、|日本語|で|は|「千分率」|と|いう|単位|は|何|でしょう|？|,26
627,封筒型、マミー型などの種類がある、主にテント内で使用される携帯用の寝具は何でしょう？,シュラフ(寝袋),|封筒|型|、|マミー|型|など|の|種類|が|ある|、|主に|テント|内|で|使用|さ|れる|携帯|用|の|寝具|は|何|でしょう|？|,26
628,本名を竹尾智晴(たけお・ともはる)という声優で、アニメ『アンパンマン』におけるバイキンマン役で知られるのは誰でしょう？,中尾隆聖(なかお・りゅうせい),|本名|を|竹尾智晴|と|いう|声優|で|、|アニメ|『アンパンマン』|に|おけ|る|バイキンマン|役|で|知ら|れる|の|は|誰|でしょう|？|,23
629,松尾芭蕉の俳句「五月雨の降り残してや光堂」に詠み込まれている「光堂」とは、どのお寺の何というお堂のことでしょう？,中尊寺金色堂(ちゅうそんじこんじきどう),|松尾芭蕉|の|俳句|「|五月雨|の|降り残し|て|や|光堂|」|に|詠み込ま|れ|て|いる|「光堂」|と|は|、|どの|お|寺|の|何|と|いう|お|堂|の|こと|でしょう|？|,33
630,副題を「心をひらく35のヒント」という、昨年、日販とトーハンが発表した年間ベストセラーランキングで共に1位なった阿川佐和子(あがわ・さわこ)の著書は何でしょう？,『聞く力』,|副題|を|「|心|を|ひらく|35|の|ヒント|」|と|いう|、|昨年|、|日販|と|トーハン|が|発表|し|た|年間|ベスト|セラー|ランキング|で|共|に|1|位|なっ|た|阿川佐和子|の|著書|は|何|でしょう|？|,40
631,日本語では「蜂の腰」とも言われる、砂時計の中央にある砂が通り抜ける穴を英語で何というでしょう？,オリフィス,|日本語|で|は|「蜂の腰」|と|も|言わ|れる|、|砂時計|の|中央|に|ある|砂|が|通り抜ける|穴|を|英語|で|何|と|いう|でしょう|？|,26
632,葬式において、遺体を整え旅立ちの衣装を着せて棺に入れる仕事を請け負う人を何と言うでしょう？,納棺師(のうかんし),|葬式|に|おい|て|、|遺体|を|整え|旅立ち|の|衣装|を|着せ|て|棺|に|入れる|仕事|を|請け負う|人|を|何|と|言う|でしょう|？|,27
633,F1のドライバーズポイントで、1位は何点獲得できるでしょう？,25点,|F|1|の|ドライバーズ|ポイント|で|、|1|位|は|何点獲得|できる|でしょう|？|,14
634,ヨウ素やナフタレン、二酸化炭素などで見られる、物質が固体から直接気体へと変化する現象を何というでしょう？,昇華,|ヨウ素|や|ナフタレン|、|二酸化炭素|など|で|見|られる|、|物質|が|固体|から|直接|気体|へ|と|変化|する|現象|を|何|と|いう|でしょう|？|,27
635,ラテン語で「さきがけ」という意味を持つ、トヨタ自動車が1997年に製造・発売を開始した世界初の量産ハイブリッド自動車の名前は何でしょう？,プリウス(Prius),|ラテン|語|で|「さきがけ」|と|いう|意味|を|持つ|、|トヨタ|自動|車|が|1997|年|に|製造|・|発売|を|開始|し|た|世界初|の|量産|ハイブリッド|自動|車|の|名前|は|何|でしょう|？|,36
636,冬の道路やスキー場で見かける、圧縮された積雪が凍結して氷のように固まった状態のことを何というでしょう？,アイスバーン,|冬|の|道路|や|スキー|場|で|見かける|、|圧縮|さ|れ|た|積雪|が|凍結|し|て|氷|の|よう|に|固まっ|た|状態|の|こと|を|何|と|いう|でしょう|？|,33
637,紀元前3世紀頃のギリシア生まれの学者で、地球の直径を測定したり、素数の判定方法にその名を残すのは誰でしょう？,エラトステネス,|紀元前|3|世紀頃|の|ギリシア|生まれ|の|学者|で|、|地球|の|直径|を|測定|し|たり|、|素|数|の|判定方法|に|その|名|を|残す|の|は|誰|でしょう|？|,32
638,退職した公務員が、関係の深い民間企業に再就職することを、神が地上に降りてくることに例えて何というでしょう？,天下り,|退職|し|た|公務|員|が|、|関係|の|深い|民間企業|に|再|就職|する|こと|を|、|神|が|地上|に|降り|て|くる|こと|に|例え|て|何|と|いう|でしょう|？|,34
639,狂言で、一つの物語を最初から最後まで上演することを「何狂言」というでしょう？,通し狂言,|狂言|で|、|一|つ|の|物語|を|最初|から|最後|まで|上演|する|こと|を|「何狂言」|と|いう|でしょう|？|,21
640,栗や銀杏の実の、内側の薄い皮は「渋皮」といいますが、外側の硬い皮を「何皮」というでしょう？,鬼皮,|栗|や|銀杏|の|実|の|、|内側|の|薄い|皮|は|「渋皮」|と|いい|ます|が|、|外側|の|硬い|皮|を|「何皮」|と|いう|でしょう|？|,28
641,『黒鍵のエチュード』『別れの曲』『子犬のワルツ』など数多くのピアノの名曲を残し「ピアノの詩人」と呼ばれた、ポーランドの作曲家は誰でしょう？,フレデリック・フランソワ・ショパン,|『|黒鍵|の|エチュード|』|『別れの曲』|『子犬のワルツ』|など|数多く|の|ピアノ|の|名曲|を|残し|「ピアノの詩人」|と|呼ば|れ|た|、|ポーランド|の|作曲|家|は|誰|でしょう|？|,29
642,ケプラーが発見した惑星運動に関する法則のうち、「惑星は太陽を1つの焦点とした楕円軌道上を動く」というのは第何法則でしょう？,第1法則,|ケプラー|が|発見|し|た|惑星運動|に|関する|法則|の|うち|、|「|惑星|は|太陽|を|1|つ|の|焦点|と|し|た|楕円|軌道|上|を|動く|」|と|いう|の|は|第|何法則|でしょう|？|,38
643,15世紀初めのコンスタンツ公会議でヤン・フスとともに異端とされたイギリスの神学者で、初めて聖書を英語に翻訳したのは誰でしょう？,ジョン・ウィクリフ(John Wycliffe),|15|世紀|初め|の|コンスタンツ|公会|議|で|ヤン|・|フス|と|とも|に|異端|と|さ|れ|た|イギリス|の|神学|者|で|、|初めて|聖書|を|英語|に|翻訳|し|た|の|は|誰|でしょう|？|,38
644,失業中のバレリーナテリーと、年老いた芸人キャルベロの2人の姿を描いた、チャップリンの映画は何でしょう？,『ライムライト』,|失業|中|の|バレリーナ|テリー|と|、|年老い|た|芸人|キャルベロ|の|2|人|の|姿|を|描い|た|、|チャップリン|の|映画|は|何|でしょう|？|,27
645,テレビを視聴する際、リモコンを用いてしきりにチャンネルを変えることを英語で何というでしょう？,ザッピング,|テレビ|を|視聴|する|際|、|リモコン|を|用い|て|しきり|に|チャンネル|を|変える|こと|を|英語|で|何|と|いう|でしょう|？|,24
646,オランダの女王ベアトリクスが1981年から自らの住まいとして利用している、「森の家」という意味がある宮殿は何でしょう？,ハウステンボス宮殿(Paleis Huis ten Bosch),|オランダ|の|女王|ベアトリクス|が|1981|年|から|自ら|の|住まい|と|し|て|利用|し|て|いる|、|「森の家」|と|いう|意味|が|ある|宮殿|は|何|でしょう|？|,30
647,尋ねると何でも答えてくれる博識な人のことを、辞書に例えて何というでしょう？,生き字引,|尋ねる|と|何|で|も|答え|て|くれる|博識|な|人|の|こと|を|、|辞書|に|例え|て|何|と|いう|でしょう|？|,24
648,アリアンツ・アレーナを本拠地に置くドイツのサッカーチームで、ブンデスリーガで最多の優勝を誇るのは何でしょう？,FCバイエルン・ミュンヘン,|アリアン|ツ|・|アレーナ|を|本拠地|に|置く|ドイツ|の|サッカー|チーム|で|、|ブンデスリーガ|で|最多|の|優勝|を|誇る|の|は|何|でしょう|？|,26
649,日本の弁護士バッジで、正義の象徴としてデザインされているのはひまわりですが、公平の象徴としてデザインされているのは何でしょう？,はかり,|日本|の|弁護|士|バッジ|で|、|正義|の|象徴|と|し|て|デザイン|さ|れ|て|いる|の|は|ひまわり|です|が|、|公平|の|象徴|と|し|て|デザイン|さ|れ|て|いる|の|は|何|でしょう|？|,40
650,こんにゃくの中央に切れ目を入れて端を中に通す飾り包丁のことを、「何切り」というでしょう？,手綱切り,|こんにゃく|の|中央|に|切れ目|を|入れ|て|端|を|中|に|通す|飾り|包丁|の|こと|を|、|「何切り」|と|いう|でしょう|？|,24
651,その熱狂的なファンは「モノノフ」と呼ばれる、百田夏菜子(ももた・かなこ)をリーダーとする5人組アイドルグループは何でしょう？,ももいろクローバーZ,|その|熱狂|的|な|ファン|は|「モノノフ」|と|呼ば|れる|、|百田夏菜子|を|リーダー|と|する|5|人|組|アイドル|グループ|は|何|でしょう|？|,25
652,後の分国法にも大きな影響を与えた、鎌倉幕府の執権北条泰時が制定した武家法典は何でしょう？,御成敗式目(ごせいばいしきもく)※「貞永式目」も○。,|後|の|分国法|に|も|大きな|影響|を|与え|た|、|鎌倉幕府|の|執権北条泰時|が|制定|し|た|武家法典|は|何|でしょう|？|,23
653,『慈しみの女神たち』『供養する女たち』『アガメムノン』の「オレステイア三部作」で知られる古代ギリシャの詩人は誰でしょう？,アイスキュロス(Aischylos),|『|慈しみ|の|女神|たち|』|『|供養|する|女|たち|』|『アガメムノン』|の|「|オレステイア|三|部|作|」|で|知ら|れる|古代|ギリシャ|の|詩人|は|誰|でしょう|？|,31
654,団体競技において、レギュラーメンバー以外にも相応の実力者が揃っているチームのことを「何が厚い」というでしょう？,層(選手層),|団体競技|に|おい|て|、|レギュラー|メンバー|以外|に|も|相応|の|実力|者|が|揃っ|て|いる|チーム|の|こと|を|「何が厚い」|と|いう|でしょう|？|,27
655,山に咲く桜は山桜といいますが、平野部に咲く桜は何というでしょう？,里桜,|山|に|咲く|桜|は|山桜|と|いい|ます|が|、|平野部|に|咲く|桜|は|何|と|いう|でしょう|？|,21
656,現在20ある政令指定都市のうち、人口が最も多いのは横浜市ですが、最も少ないのはどの都市でしょう？,岡山市,|現在|20|ある|政令指定都市|の|うち|、|人口|が|最も|多い|の|は|横浜市|です|が|、|最も|少ない|の|は|どの|都市|でしょう|？|,25
657,童謡『いっぽんでもにんじん』で、「一本でも人参」に続く歌詞は、「二足でも何」でしょう？,サンダル,|童謡|『|いっぽん|で|も|にんじん|』|で|、|「一本でも人参」|に|続く|歌詞|は|、|「二足でも何」|でしょう|？|,18
658,正式名称を「Ultimate Fighting Championship」という、アメリカの人気総合格闘技イベントは何でしょう？,UFC,|正式|名称|を|「|U|l|t|imateFightingChampionship|」|と|いう|、|アメリカ|の|人気総合格闘|技|イベント|は|何|でしょう|？|,21
659,『メリー・ポピンズ』シリーズを書いた、イギリスの児童文学作家は誰でしょう？,パメラ・トラバース(Pamela Lyndon Travers),|『|メリー|・|ポピンズ|』|シリーズ|を|書い|た|、|イギリス|の|児童文学作家|は|誰|でしょう|？|,17
660,ブルグミュラー、チェルニー、バイエルといえばどんな楽器の教則本でしょう？,ピアノ,|ブルグ|ミュラー|、|チェルニー|、|バイエル|と|いえ|ば|どんな|楽器|の|教則本|でしょう|？|,15
661,地球の大気中におよそ0.93%と、窒素、酸素に次いで3番目に多く存在している元素は何でしょう？,アルゴン,|地球|の|大気|中|に|およそ|0|.|93|%|と|、|窒素|、|酸素|に|次い|で|3|番|目|に|多く|存在|し|て|いる|元素|は|何|でしょう|？|,32
662,ナイアガラの滝を、カナダ滝とアメリカ滝に分けている島を何というでしょう？,ゴート島(Goat Island),|ナイアガラ|の|滝|を|、|カナダ|滝|と|アメリカ|滝|に|分け|て|いる|島|を|何|と|いう|でしょう|？|,21
663,日本の首相で、20世紀が始まった時に在任していたのは伊藤博文ですが、21世紀が始まった時に在任していたのは誰でしょう？,森喜朗(もり・よしろう),|日本|の|首相|で|、|20|世紀|が|始まっ|た|時|に|在任|し|て|い|た|の|は|伊藤博文|です|が|、|21|世紀|が|始まっ|た|時|に|在任|し|て|い|た|の|は|誰|でしょう|？|,40
664,少女漫画雑誌「Cookie」「マーガレット」「りぼん」といえば発行している出版社は何でしょう？,集英社,|少女漫画雑誌|「Cookie」|「マーガレット」|「りぼん」|と|いえ|ば|発行|し|て|いる|出版社|は|何|でしょう|？|,16
665,第1回文化勲章を受章した、代表作に随筆『水の東京』や小説『五重塔』などがある作家は誰でしょう？,幸田露伴(こうだ・ろはん),|第|1|回文化勲章|を|受章|し|た|、|代表|作|に|随筆|『水の東京』|や|小説|『五重塔』|など|が|ある|作家|は|誰|でしょう|？|,24
666,僧侶でありながら革命を推進する側に回ったフランス革命時代の政治家で、著書『第三身分とは何か』で知られる人物は誰でしょう？,アベ=シェイエス(Emmanuel-Joseph Sieyès),|僧侶|で|あり|ながら|革命|を|推進|する|側|に|回っ|た|フランス|革命時代|の|政治|家|で|、|著書|『|第|三|身分|と|は|何|か|』|で|知ら|れる|人物|は|誰|でしょう|？|,37
667,英語で、正方形はsquareといいますが、長方形は何というでしょう？,rectangle(レクタングル),|英語|で|、|正方形|は|square|と|いい|ます|が|、|長|方形|は|何|と|いう|でしょう|？|,19
668,昨年(2012年)10月8日、ソフトバンク・小久保裕紀の引退試合に登板しノーヒットノーランを達成した、オリックスの投手は誰でしょう？,西勇輝(にし・ゆうき),|昨年(2012年)|10|月|8|日|、|ソフトバンク|・|小久保裕紀|の|引退試合|に|登板|し|ノー|ヒット|ノー|ラン|を|達成|し|た|、|オリックス|の|投手|は|誰|でしょう|？|,30
669,イスラム教の礼拝所をモスクと言いますが、ユダヤ教の礼拝所を何というでしょう？,シナゴーク,|イスラム|教|の|礼拝|所|を|モスク|と|言い|ます|が|、|ユダヤ|教|の|礼拝|所|を|何|と|いう|でしょう|？|,23
670,バイオリンの一番低い弦のみで演奏されることが名前の由来とされる、バッハ作曲の『管弦楽組曲・第3番』の第2曲の曲名は何でしょう？,『G線上のアリア』,|バイオリン|の|一番|低い|弦|のみ|で|演奏|さ|れる|こと|が|名前|の|由来|と|さ|れる|、|バッハ|作曲|の|『|管弦|楽|組曲|・|第|3|番|』|の|第|2|曲|の|曲名|は|何|でしょう|？|,41
671,京都の呉服商「雁金屋(かりがねや)」の次男として生まれた江戸時代の画家で、代表作に「燕子花図屏風(かきつばたずびょうぶ)」や「紅白梅図屏風(こうはくばいずびょうぶ)」があるのは誰でしょう？,尾形光琳(おがた・こうりん),|京都|の|呉服商|「雁金屋」|の|次男|と|し|て|生まれ|た|江戸時代|の|画家|で|、|代表|作|に|「燕子花図屏風」|や|「紅白梅図屏風」|が|ある|の|は|誰|でしょう|？|,29
672,現職の都道府県知事としては最年少である鈴木英敬(すずき・えいけい)は、どこの都道府県知事でしょう？,三重県,|現職|の|都道府県知事|と|し|て|は|最|年少|で|ある|鈴木英敬|は|、|どこ|の|都道府県知事|でしょう|？|,19
673,日本の地上デジタルテレビのリモコンに使われている4色ボタンの4色とは、青、赤、緑と何色でしょう？,黄色,|日本|の|地上|デジタルテレビ|の|リモコン|に|使わ|れ|て|いる|4|色|ボタン|の|4|色|と|は|、|青|、|赤|、|緑|と|何色|でしょう|？|,29
674,獅子頭(ししがしら)をかぶった子どもたちが笛や太鼓の音に合わせて踊る、新潟発祥の獅子舞を何というでしょう？,越後獅子(えちごじし),|獅子頭|を|かぶっ|た|子ども|たち|が|笛|や|太鼓|の|音|に|合わせ|て|踊る|、|新潟発祥|の|獅子舞|を|何|と|いう|でしょう|？|,26
675,RLC回路と呼ばれる電気回路構成において、Rは抵抗、Lはコイルを表しますが、Cは何を表すでしょう？,コンデンサ,|RLC|回路|と|呼ば|れる|電気回路構成|に|おい|て|、|R|は|抵抗|、|L|は|コイル|を|表し|ます|が|、|C|は|何|を|表す|でしょう|？|,29
676,かつてはサイゴンといい、独立に尽力した革命家にちなんで現在の名前になった、ベトナム最大の都市は何でしょう？,ホー・チ・ミン(Ho Chi Minh City/Thành phốHồChíMinh城舗胡志明),|かつて|は|サイゴン|と|いい|、|独立|に|尽力|し|た|革命|家|に|ちなん|で|現在|の|名前|に|なっ|た|、|ベトナム|最大|の|都市|は|何|でしょう|？|,31
677,競馬で、競走馬の肩や腰にほどこす治療針のことを、その時に用いる針の形から何というでしょう？,笹針,|競馬|で|、|競走|馬|の|肩|や|腰|に|ほどこす|治療針|の|こと|を|、|その|時|に|用いる|針|の|形|から|何|と|いう|でしょう|？|,29
678,ギリシャ神話で、美少年アドニスの流した血から咲いたとされる花は何でしょう？,アネモネ(Anemone),|ギリシャ|神話|で|、|美少年|アドニス|の|流し|た|血|から|咲い|た|と|さ|れる|花|は|何|でしょう|？|,21
679,晒し首の刑を指して「きょうしゅ」ということがありますが、これを漢字で書いた際に出てくる動物は何でしょう？,ふくろう,|晒し首|の|刑|を|指し|て|「きょうしゅ」|と|いう|こと|が|あり|ます|が|、|これ|を|漢字|で|書い|た|際|に|出|て|くる|動物|は|何|でしょう|？|,31
680,自動車ブランド「スバル」のブランドマークには、丸の中にいくつの星が描かれているでしょう？,6つ,|自動|車|ブランド|「スバル」|の|ブランド|マーク|に|は|、|丸|の|中|に|いく|つ|の|星|が|描か|れ|て|いる|でしょう|？|,25
681,オランダ語の「電気」がなまったものと言われている、江戸時代の博学者・平賀源内が自作した摩擦による静電気発生装置を何というでしょう？,エレキテル,|オランダ|語|の|「電気」|が|なまっ|た|もの|と|言わ|れ|て|いる|、|江戸時代|の|博学|者|・|平賀源内|が|自作|し|た|摩擦|に|よる|静|電気発生装置|を|何|と|いう|でしょう|？|,35
682,代表作に『ヒマラヤの高峰』や『日本百名山』がある、日本の作家・登山家は誰でしょう？,深田久弥(ふかだ・きゅうや),|代表|作|に|『|ヒマラヤ|の|高峰|』|や|『日本百名山』|が|ある|、|日本|の|作家|・|登山|家|は|誰|でしょう|？|,23
683,「モンパチ」の愛称で呼ばれる、『小さな恋のうた』や『あなたに』などの代表曲がある、沖縄出身のロックバンドは何でしょう？,MONGOL800(モンゴル・はっぴゃく),|「モンパチ」|の|愛称|で|呼ば|れる|、|『|小さな|恋|の|うた|』|や|『あなたに』|など|の|代表曲|が|ある|、|沖縄出身|の|ロックバンド|は|何|でしょう|？|,28
684,香川県の小豆島と前島の間にある、最も狭いところの幅が9.93メートルと世界一狭い海峡としてギネスブックに認定された海峡はどこでしょう？,土渕海峡(どふちかいきょう),|香川県|の|小豆島|と|前島|の|間|に|ある|、|最も|狭い|ところ|の|幅|が|9|.|93|メートル|と|世界一|狭い|海峡|と|し|て|ギネスブック|に|認定|さ|れ|た|海峡|は|どこ|でしょう|？|,38
685,突然変異で黒くなった生物をメラニズムというのに対し、白くなった生物を何というでしょう？,アルビノ,|突然|変異|で|黒く|なっ|た|生物|を|メラニズム|と|いう|の|に|対し|、|白く|なっ|た|生物|を|何|と|いう|でしょう|？|,25
686,ヘア=ニーマイヤー式、サン=ラグ式、ドント式などの種類がある、選挙における政党の得票率から議席を配分する選挙制度は何でしょう？,比例代表制,|ヘア|=|ニーマイヤー|式|、|サン|=|ラグ|式|、|ドント|式|など|の|種類|が|ある|、|選挙|に|おけ|る|政党|の|得票率|から|議席|を|配分|する|選挙制度|は|何|でしょう|？|,35
687,害虫やカビを防ぐため、収穫後の農作物に農薬を掛けることを英語で何というでしょう？,ポストハーベスト,|害虫|や|カビ|を|防ぐ|ため|、|収穫|後|の|農作|物|に|農薬|を|掛ける|こと|を|英語|で|何|と|いう|でしょう|？|,25
688,昨年11月、「世界一問題数の多いビデオゲーム」としてギネスに登録された、現在コナミが展開しているオンラインクイズゲームは何でしょう？,『クイズマジックアカデミー賢者の扉』,|昨年|11|月|、|「|世界|一|問題|数|の|多い|ビデオ|ゲーム|」|と|し|て|ギネス|に|登録|さ|れ|た|、|現在|コナミ|が|展開|し|て|いる|オンラインクイズ|ゲーム|は|何|でしょう|？|,37
689,トマス・エリオットの小説『ポッサムおじさんの猫とつき合う法』を原作とする、アンドリュー・ロイド=ウェバー作曲のミュージカルは何でしょう？,『キャッツ』,|トマス|・|エリオット|の|小説|『|ポッサム|おじ|さん|の|猫|と|つき合う|法|』|を|原作|と|する|、|アンドリュー|・|ロイド|=|ウェバー|作曲|の|ミュージカル|は|何|でしょう|？|,32
690,関東大学ラグビーで、早稲田大学や帝京大学が所属するのは対抗戦グループですが、法政大学や大東文化大学が所属するのは何グループでしょう？,リーグ戦グループ,|関東大学|ラグビー|で|、|早稲田大学|や|帝京大学|が|所属|する|の|は|対抗|戦|グループ|です|が|、|法政大学|や|大東文化大学|が|所属|する|の|は|何|グループ|でしょう|？|,30
691,ことわざで「子を持って知る」といわれるものは何でしょう？,親の恩,|ことわざ|で|「|子|を|持っ|て|知る|」|と|いわ|れる|もの|は|何|でしょう|？|,17
692,大阪府の府の木はイチョウですが、京都府の府の木は何でしょう？,北山杉(きたやますぎ),|大阪府|の|府|の|木|は|イチョウ|です|が|、|京都府|の|府|の|木|は|何|でしょう|？|,19
693,かつて「バンツーホームランド」や「アパルトヘイト」などの人種隔離政策を行っていた国はどこでしょう？,南アフリカ共和国,|かつて|「|バン|ツー|ホームランド|」|や|「|アパルトヘイト|」|など|の|人種隔離政策|を|行っ|て|い|た|国|は|どこ|でしょう|？|,23
694,天照大神が天の岩戸に閉じこもったとき、その岩戸をこじ開けた神様は誰でしょう？,天手力男命(あまのたじからの・おのみこと),|天照大神|が|天|の|岩戸|に|閉じこもっ|た|とき|、|その|岩戸|を|こじ開け|た|神|様|は|誰|でしょう|？|,21
695,正式には「左室縮小形成術」という、拡張型心筋症を治療するための手術のことを、これを考案したブラジルの医師の名前から「何手術」というでしょう？,バチスタ手術,|正式|に|は|「|左室|縮小|形成|術|」|と|いう|、|拡張|型|心筋|症|を|治療|する|ため|の|手術|の|こと|を|、|これ|を|考案|し|た|ブラジル|の|医師|の|名前|から|「何手術」|と|いう|でしょう|？|,42
696,和名をトゲフウチョウボクというフウチョウソウ科の植物で、つぼみがスモークサーモンの付け合わせとして食されるのは何でしょう？,ケッパー,|和名|を|トゲフウチョウボク|と|いう|フウチョウ|ソウ|科|の|植物|で|、|つぼみ|が|スモーク|サーモン|の|付け合わせ|と|し|て|食さ|れる|の|は|何|でしょう|？|,28
697,演劇用語で、幕が開いた時に俳優がすでに舞台の上にいることを一般的に何というでしょう？,板付き,|演劇用語|で|、|幕|が|開い|た|時|に|俳優|が|すでに|舞台|の|上|に|いる|こと|を|一般|的|に|何|と|いう|でしょう|？|,27
698,夫・シドニー、妻・ビアトリスの夫妻で、1884年、イギリスの社会主義団体「フェビアン協会」の創設に尽力したのは誰でしょう？,ウエッブ夫妻(Webb),|夫|・|シドニー|、|妻|・|ビアトリス|の|夫妻|で|、|1884|年|、|イギリス|の|社会主義団体|「|フェビアン|協会|」|の|創設|に|尽力|し|た|の|は|誰|でしょう|？|,32
699,ヴィブラフォンやマリンバを演奏する際に用いられる「ばち」を、英語で何というでしょう？,マレット(Mallet),|ヴィブラフォン|や|マリンバ|を|演奏|する|際|に|用い|られる|「ばち」|を|、|英語|で|何|と|いう|でしょう|？|,20
700,水面に潜るアヒルに似た動作で相手のパンチをよけることから名前がついた、ボクシングの防御法は何でしょう？,ダッキング(ducking),|水面|に|潜る|アヒル|に|似|た|動作|で|相手|の|パンチ|を|よける|こと|から|名前|が|つい|た|、|ボクシング|の|防御法|は|何|でしょう|？|,28
701,長良川の鵜飼いで捕える魚は、一般的に何でしょう？,鮎,|長良川|の|鵜飼い|で|捕える|魚|は|、|一般|的|に|何|でしょう|？|,14
702,1月20日に老衰の為101歳でこの世を去った、詩集『百歳』『くじけないで』で知られる女性詩人は誰でしょう？,柴田トヨ,|1|月|20|日|に|老衰|の|為|101|歳|で|この世|を|去っ|た|、|詩集|『百歳』|『くじけないで』|で|知ら|れる|女性詩人|は|誰|でしょう|？|,27
703,ひとつのことをがむしゃらに行うことを、漢数字の「二」を2回使った四字熟語で何というでしょう？,遮二無二(しゃにむに),|ひと|つ|の|こと|を|がむしゃら|に|行う|こと|を|、|漢数字|の|「二」|を|2|回|使っ|た|四字熟語|で|何|と|いう|でしょう|？|,26
704,僧侶が妻帯を禁止されていた頃に恵信尼(えしんに)という妻がいた、浄土真宗の開祖は誰でしょう？,親鸞(しんらん),|僧侶|が|妻帯|を|禁止|さ|れ|て|い|た|頃|に|恵信尼|と|いう|妻|が|い|た|、|浄土真宗|の|開祖|は|誰|でしょう|？|,27
705,アメリカの株式市場において、収益性や成長性などに優れた優良株のことを、ある色を使って何というでしょう？,ブルーチップ,|アメリカ|の|株式市場|に|おい|て|、|収益|性|や|成長|性|など|に|優れ|た|優良|株|の|こと|を|、|ある|色|を|使っ|て|何|と|いう|でしょう|？|,32
706,「春高楼の花の宴」という歌い出しで始まる、土井晩翠作詞・滝廉太郎作曲による唱歌は何でしょう？,『荒城の月』(こうじょうのつき),|「|春|高楼|の|花|の|宴|」|と|いう|歌い出し|で|始まる|、|土井晩翠作詞|・|滝廉太郎作曲|に|よる|唱歌|は|何|でしょう|？|,24
707,山形県の「つや姫」、北海道の「ゆめぴりか」といえば、どんな農作物のブランドでしょう？,コメ,|山形県|の|「つや姫」|、|北海道|の|「ゆめぴりか」|と|いえ|ば|、|どんな|農作|物|の|ブランド|でしょう|？|,18
